YEAR,% DIV 9,% X,FEMALE CANDIDATES,FEMALE % DIV1 ,FEMALE % DIV2,FEMALE % DIV3,FEMALE % DIV4,FEMALE % DIV7,FEMALE % DIV9
2011,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,0.4,172,38.4,50.0,8.1,3.5,0.0,0.0
2011,0.0,0.0,52,30.8,51.9,13.5,3.8,0.0,0.0
2011,0.0,1.2,40,35.0,62.5,2.5,0.0,0.0,0.0
2011,0.0,5.6,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,0.0,17,17.6,76.5,5.9,0.0,0.0,0.0
2011,0.0,0.0,59,30.5,59.3,10.2,0.0,0.0,0.0
2011,0.0,0.9,188,43.6,49.5,5.9,1.1,0.0,0.0
2011,0.0,0.0,43,39.5,32.6,23.3,4.7,0.0,0.0
2011,0.0,0.8,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,1.2,84,40.5,52.4,3.6,2.4,0.0,0.0
2011,0.0,1.1,78,20.5,62.8,14.1,0.0,0.0,0.0
2011,0.0,0.9,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,0.0,38,39.5,39.5,21.1,0.0,0.0,0.0
2011,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,1.1,0.0,43,32.6,51.2,11.6,2.3,0.0,2.3
2011,0.0,1.9,35,31.4,57.1,11.4,0.0,0.0,0.0
2011,0.0,7.3,16,18.8,56.3,25.0,0.0,0.0,0.0
2011,0.0,0.0,97,24.7,61.9,13.4,0.0,0.0,0.0
2011,0.0,0.0,35,17.1,74.3,8.6,0.0,0.0,0.0
2011,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,0.0,123,38.2,50.4,11.4,0.0,0.0,0.0
2011,0.0,1.4,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,0.0,19,31.6,63.2,5.3,0.0,0.0,0.0
2011,0.0,2.0,98,36.7,54.1,6.1,1.0,0.0,0.0
2011,0.0,4.5,8,37.5,25.0,12.5,25.0,0.0,0.0
2011,0.0,0.0,70,27.1,40.0,20.0,12.9,0.0,0.0
2011,0.0,0.0,67,25.4,55.2,16.4,3.0,0.0,0.0
2011,0.0,1.9,50,22.0,58.0,18.0,0.0,0.0,0.0
2011,0.0,0.0,89,25.8,40.4,22.5,11.2,0.0,0.0
2011,0.0,0.0,32,31.3,40.6,28.1,0.0,0.0,0.0
2011,0.0,0.0,39,25.6,35.9,33.3,5.1,0.0,0.0
2011,0.0,3.4,11,0.0,72.7,27.3,0.0,0.0,0.0
2011,0.0,0.0,175,34.3,51.4,12.6,1.7,0.0,0.0
2011,0.0,1.9,106,25.5,43.4,21.7,7.5,0.0,0.0
2011,2.4,0.0,20,15.0,60.0,25.0,0.0,0.0,0.0
2011,0.0,0.0,54,24.1,48.1,18.5,9.3,0.0,0.0
2011,0.0,0.4,62,25.8,54.8,16.1,3.2,0.0,0.0
2011,0.0,1.4,115,27.8,28.7,23.5,17.4,0.0,0.0
2011,0.0,0.0,113,21.2,53.1,23.9,1.8,0.0,0.0
2011,0.0,1.0,46,17.4,43.5,34.8,4.3,0.0,0.0
2011,0.0,2.4,20,20.0,20.0,30.0,30.0,0.0,0.0
2011,0.0,0.0,7,14.3,42.9,42.9,0.0,0.0,0.0
2011,0.0,0.0,66,25.8,53.0,18.2,3.0,0.0,0.0
2011,0.0,2.1,96,32.3,38.5,20.8,6.3,0.0,0.0
2011,0.0,1.1,73,32.9,31.5,30.1,4.1,0.0,0.0
2011,0.0,0.0,35,14.3,60.0,22.9,2.9,0.0,0.0
2011,0.0,0.0,1,100.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,0.8,99,23.2,50.5,20.2,5.1,0.0,0.0
2011,0.0,1.5,29,17.2,72.4,6.9,0.0,0.0,0.0
2011,0.0,0.0,74,24.3,52.7,14.9,8.1,0.0,0.0
2011,0.0,0.8,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,0.0,64,31.3,50.0,15.6,3.1,0.0,0.0
2011,1.1,1.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,0.6,158,31.0,56.3,12.0,0.0,0.0,0.0
2011,0.0,0.0,89,16.9,31.5,41.6,10.1,0.0,0.0
2011,0.0,1.6,142,24.6,49.3,19.0,6.3,0.0,0.0
2011,0.0,0.0,38,23.7,31.6,34.2,10.5,0.0,0.0
2011,0.0,3.3,30,30.0,50.0,16.7,0.0,0.0,0.0
2011,0.0,10.0,2,50.0,0.0,0.0,50.0,0.0,0.0
2011,0.0,0.0,19,15.8,52.6,15.8,15.8,0.0,0.0
2011,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,0.0,120,21.7,35.8,35.0,7.5,0.0,0.0
2011,0.0,0.0,45,20.0,42.2,24.4,13.3,0.0,0.0
2011,0.0,1.0,37,18.9,51.4,29.7,0.0,0.0,0.0
2011,0.0,0.0,28,35.7,46.4,17.9,0.0,0.0,0.0
2011,0.0,1.9,50,16.0,40.0,24.0,14.0,2.0,0.0
2011,0.0,0.0,49,14.3,40.8,28.6,16.3,0.0,0.0
2011,0.0,1.7,41,22.0,31.7,22.0,22.0,0.0,0.0
2011,0.0,0.0,38,23.7,44.7,21.1,10.5,0.0,0.0
2011,0.0,0.0,88,21.6,43.2,25.0,10.2,0.0,0.0
2011,0.0,0.9,48,10.4,56.3,31.3,2.1,0.0,0.0
2011,0.0,0.7,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,1.5,47,25.5,36.2,31.9,6.4,0.0,0.0
2011,0.0,0.5,78,23.1,48.7,25.6,2.6,0.0,0.0
2011,0.0,0.0,224,28.1,59.8,10.7,1.3,0.0,0.0
2011,0.0,0.9,91,19.8,54.9,17.6,7.7,0.0,0.0
2011,0.0,0.0,16,18.8,62.5,18.8,0.0,0.0,0.0
2011,0.0,1.3,39,20.5,48.7,28.2,2.6,0.0,0.0
2011,0.0,0.0,34,23.5,35.3,23.5,17.6,0.0,0.0
2011,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,0.0,54,25.9,22.2,44.4,7.4,0.0,0.0
2011,0.0,1.0,103,21.4,44.7,24.3,7.8,0.0,0.0
2011,0.0,0.5,109,18.3,33.0,28.4,20.2,0.0,0.0
2011,0.0,0.0,63,15.9,31.7,39.7,12.7,0.0,0.0
2011,0.0,2.0,50,20.0,42.0,32.0,4.0,0.0,0.0
2011,0.0,5.3,19,26.3,52.6,15.8,0.0,0.0,0.0
2011,0.0,0.0,43,11.6,53.5,23.3,11.6,0.0,0.0
2011,0.0,0.5,100,17.0,46.0,31.0,6.0,0.0,0.0
2011,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,0.0,44,18.2,68.2,13.6,0.0,0.0,0.0
2011,0.0,3.7,11,18.2,27.3,18.2,27.3,0.0,0.0
2011,0.0,0.0,85,25.9,57.6,15.3,1.2,0.0,0.0
2011,0.0,1.0,78,15.4,37.2,32.1,14.1,0.0,0.0
2011,0.0,0.0,32,9.4,68.8,15.6,6.3,0.0,0.0
2011,0.0,1.6,56,12.5,41.1,37.5,8.9,0.0,0.0
2011,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,0.9,71,19.7,40.8,35.2,4.2,0.0,0.0
2011,0.0,0.0,155,25.2,55.5,17.4,1.9,0.0,0.0
2011,0.0,0.0,255,25.1,56.9,16.1,2.0,0.0,0.0
2011,0.0,0.0,4,25.0,25.0,50.0,0.0,0.0,0.0
2011,0.0,0.0,30,6.7,46.7,26.7,20.0,0.0,0.0
2011,0.0,0.0,18,5.6,44.4,33.3,16.7,0.0,0.0
2011,0.0,1.0,58,12.1,34.5,31.0,20.7,0.0,0.0
2011,0.0,0.0,5,40.0,60.0,0.0,0.0,0.0,0.0
2011,0.0,0.0,63,14.3,39.7,36.5,9.5,0.0,0.0
2011,0.0,1.9,100,14.0,43.0,29.0,13.0,0.0,0.0
2011,0.0,3.0,18,5.6,44.4,27.8,22.2,0.0,0.0
2011,0.0,0.6,67,11.9,32.8,25.4,28.4,0.0,0.0
2011,0.0,2.0,14,7.1,28.6,35.7,21.4,0.0,0.0
2011,0.0,4.3,23,13.0,21.7,30.4,26.1,0.0,0.0
2011,0.0,0.9,53,17.0,34.0,26.4,20.8,0.0,0.0
2011,0.0,4.8,6,16.7,16.7,16.7,50.0,0.0,0.0
2011,0.0,1.5,193,23.8,38.9,26.9,8.8,0.0,0.0
2011,0.0,0.5,111,21.6,40.5,26.1,10.8,0.0,0.0
2011,0.0,0.0,25,12.0,36.0,32.0,20.0,0.0,0.0
2011,0.0,0.0,44,15.9,34.1,31.8,18.2,0.0,0.0
2011,0.0,0.0,54,20.4,42.6,25.9,11.1,0.0,0.0
2011,0.0,0.5,182,23.1,56.0,17.6,2.7,0.0,0.0
2011,0.0,1.0,53,18.9,45.3,26.4,9.4,0.0,0.0
2011,0.0,1.8,205,16.1,26.8,33.2,21.5,0.0,0.0
2011,0.0,0.8,115,13.9,32.2,36.5,17.4,0.0,0.0
2011,0.0,0.8,129,15.5,47.3,27.1,8.5,0.0,0.0
2011,0.0,2.5,55,7.3,25.5,34.5,29.1,0.0,0.0
2011,0.0,0.0,22,13.6,40.9,40.9,4.5,0.0,0.0
2011,0.0,0.0,79,22.8,51.9,22.8,2.5,0.0,0.0
2011,0.0,0.0,36,13.9,61.1,16.7,8.3,0.0,0.0
2011,0.0,0.9,58,13.8,41.4,31.0,12.1,1.7,0.0
2011,0.0,1.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,1.0,71,14.1,43.7,22.5,19.7,0.0,0.0
2011,0.0,0.0,42,11.9,38.1,38.1,11.9,0.0,0.0
2011,0.0,1.9,63,14.3,50.8,31.7,3.2,0.0,0.0
2011,0.0,0.0,40,7.5,27.5,42.5,22.5,0.0,0.0
2011,0.0,0.0,78,11.5,39.7,38.5,10.3,0.0,0.0
2011,0.0,0.0,50,12.0,42.0,34.0,12.0,0.0,0.0
2011,0.0,0.8,54,13.0,33.3,27.8,25.9,0.0,0.0
2011,0.0,0.9,67,11.9,43.3,34.3,9.0,0.0,0.0
2011,0.0,0.0,50,14.0,54.0,32.0,0.0,0.0,0.0
2011,0.0,0.8,67,13.4,32.8,32.8,19.4,0.0,0.0
2011,0.0,1.2,84,21.4,36.9,25.0,15.5,0.0,0.0
2011,0.0,0.0,62,17.7,32.3,45.2,4.8,0.0,0.0
2011,1.6,4.8,30,10.0,23.3,33.3,23.3,0.0,3.3
2011,0.0,0.0,22,18.2,45.5,13.6,18.2,4.5,0.0
2011,0.8,3.1,39,12.8,38.5,35.9,10.3,0.0,2.6
2011,0.0,7.5,33,9.1,30.3,36.4,18.2,0.0,0.0
2011,0.0,2.6,33,6.1,21.2,24.2,45.5,0.0,0.0
2011,0.0,4.6,72,12.5,37.5,36.1,6.9,0.0,0.0
2011,0.0,1.1,87,14.9,35.6,33.3,13.8,0.0,0.0
2011,0.0,0.0,40,15.0,47.5,32.5,5.0,0.0,0.0
2011,0.0,2.6,16,18.8,25.0,56.3,0.0,0.0,0.0
2011,0.8,0.0,65,10.8,30.8,36.9,20.0,0.0,1.5
2011,0.0,0.0,22,4.5,59.1,9.1,27.3,0.0,0.0
2011,0.0,4.1,22,27.3,36.4,22.7,13.6,0.0,0.0
2011,0.0,0.8,65,9.2,46.2,32.3,12.3,0.0,0.0
2011,1.0,0.0,51,9.8,35.3,37.3,17.6,0.0,0.0
2011,0.0,0.0,14,7.1,14.3,35.7,42.9,0.0,0.0
2011,0.0,0.0,30,20.0,50.0,30.0,0.0,0.0,0.0
2011,0.0,0.0,65,20.0,47.7,29.2,3.1,0.0,0.0
2011,0.0,5.7,20,10.0,25.0,35.0,25.0,0.0,0.0
2011,0.0,2.3,131,19.8,35.1,29.0,13.7,0.0,0.0
2011,0.0,0.7,70,17.1,28.6,30.0,24.3,0.0,0.0
2011,0.0,0.0,75,13.3,25.3,33.3,28.0,0.0,0.0
2011,0.0,0.0,51,9.8,33.3,37.3,19.6,0.0,0.0
2011,0.0,0.6,66,12.1,65.2,19.7,1.5,0.0,0.0
2011,0.0,0.5,62,9.7,35.5,37.1,16.1,0.0,0.0
2011,0.0,0.0,55,20.0,43.6,23.6,12.7,0.0,0.0
2011,0.0,0.9,60,15.0,31.7,33.3,16.7,3.3,0.0
2011,1.4,1.4,37,8.1,24.3,21.6,45.9,0.0,0.0
2011,0.0,1.4,72,19.4,56.9,22.2,0.0,0.0,0.0
2011,0.0,1.4,80,15.0,46.3,18.8,17.5,0.0,0.0
2011,0.0,2.2,52,11.5,21.2,42.3,23.1,0.0,0.0
2011,0.0,0.0,21,9.5,47.6,33.3,9.5,0.0,0.0
2011,0.8,1.2,128,11.7,31.3,32.0,21.9,0.0,1.6
2011,0.0,0.8,63,6.3,36.5,50.8,6.3,0.0,0.0
2011,0.0,2.1,28,14.3,25.0,39.3,21.4,0.0,0.0
2011,0.0,0.0,63,15.9,49.2,28.6,6.3,0.0,0.0
2011,1.1,1.1,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,1.0,41,7.3,39.0,24.4,29.3,0.0,0.0
2011,0.0,1.4,63,11.1,28.6,36.5,22.2,0.0,0.0
2011,0.0,0.0,91,14.3,26.4,34.1,25.3,0.0,0.0
2011,0.0,3.2,47,19.1,36.2,19.1,23.4,0.0,0.0
2011,0.0,3.1,91,11.0,31.9,38.5,14.3,0.0,0.0
2011,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,1.7,1.7,28,21.4,21.4,28.6,25.0,0.0,3.6
2011,1.7,1.7,59,18.6,32.2,33.9,11.9,0.0,1.7
2011,0.0,0.5,199,18.6,50.8,27.6,2.5,0.0,0.0
2011,0.3,0.3,114,6.1,39.5,40.4,13.2,0.0,0.9
2011,0.0,0.0,26,0.0,34.6,42.3,23.1,0.0,0.0
2011,0.0,0.9,58,6.9,27.6,25.9,39.7,0.0,0.0
2011,0.0,2.3,38,13.2,60.5,21.1,5.3,0.0,0.0
2011,0.0,2.8,42,14.3,47.6,26.2,9.5,0.0,0.0
2011,0.0,1.6,72,13.9,25.0,36.1,22.2,0.0,0.0
2011,0.0,0.4,111,8.1,43.2,35.1,12.6,0.0,0.0
2011,0.4,0.4,72,4.2,37.5,37.5,20.8,0.0,0.0
2011,0.0,0.0,21,0.0,23.8,66.7,9.5,0.0,0.0
2011,0.0,0.0,107,9.3,35.5,41.1,14.0,0.0,0.0
2011,0.0,2.6,78,17.9,41.0,29.5,9.0,0.0,0.0
2011,0.8,0.0,43,11.6,23.3,30.2,34.9,0.0,0.0
2011,0.0,0.0,15,6.7,26.7,53.3,13.3,0.0,0.0
2011,0.0,0.0,118,17.8,51.7,22.9,7.6,0.0,0.0
2011,0.0,2.2,62,14.5,14.5,43.5,24.2,0.0,0.0
2011,0.0,1.7,91,13.2,20.9,35.2,28.6,1.1,0.0
2011,0.8,0.8,59,6.8,28.8,33.9,30.5,0.0,0.0
2011,0.0,2.0,65,13.8,43.1,29.2,12.3,0.0,0.0
2011,0.8,0.8,59,13.6,27.1,25.4,33.9,0.0,0.0
2011,0.0,0.0,52,17.3,36.5,26.9,19.2,0.0,0.0
2011,0.0,2.1,109,7.3,22.9,35.8,33.0,0.0,0.0
2011,0.0,0.0,15,6.7,53.3,26.7,13.3,0.0,0.0
2011,0.6,1.3,85,14.1,28.2,37.6,16.5,0.0,1.2
2011,0.0,1.4,34,2.9,41.2,47.1,5.9,0.0,0.0
2011,0.0,0.0,71,16.9,56.3,23.9,2.8,0.0,0.0
2011,2.8,0.0,34,14.7,14.7,29.4,35.3,0.0,5.9
2011,0.0,1.3,34,8.8,29.4,44.1,17.6,0.0,0.0
2011,0.0,0.9,59,8.5,33.9,39.0,16.9,0.0,0.0
2011,0.0,0.0,34,11.8,41.2,38.2,8.8,0.0,0.0
2011,4.2,2.1,23,4.3,30.4,34.8,21.7,0.0,4.3
2011,0.0,8.3,41,7.3,36.6,31.7,19.5,0.0,0.0
2011,0.0,0.0,39,10.3,28.2,35.9,25.6,0.0,0.0
2011,0.0,4.5,40,7.5,22.5,32.5,32.5,0.0,0.0
2011,0.0,0.0,36,13.9,22.2,41.7,22.2,0.0,0.0
2011,0.0,1.8,35,2.9,34.3,40.0,20.0,0.0,0.0
2011,0.0,0.0,29,13.8,27.6,13.8,44.8,0.0,0.0
2011,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,0.0,51,11.8,47.1,33.3,7.8,0.0,0.0
2011,0.0,0.0,154,16.2,53.9,23.4,6.5,0.0,0.0
2011,3.2,3.2,17,5.9,5.9,23.5,52.9,0.0,5.9
2011,2.0,2.0,83,3.6,26.5,36.1,28.9,0.0,2.4
2011,0.0,0.5,107,7.5,25.2,29.0,37.4,0.0,0.0
2011,0.0,0.0,28,17.9,21.4,21.4,39.3,0.0,0.0
2011,0.5,0.5,104,18.3,31.7,32.7,16.3,0.0,0.0
2011,0.0,0.0,10,0.0,50.0,30.0,20.0,0.0,0.0
2011,0.0,1.9,60,8.3,33.3,41.7,15.0,0.0,0.0
2011,0.0,0.7,87,12.6,35.6,29.9,20.7,0.0,0.0
2011,0.0,0.0,50,8.0,46.0,38.0,8.0,0.0,0.0
2011,0.4,0.9,110,8.2,32.7,27.3,30.0,0.0,0.9
2011,0.0,3.5,63,6.3,25.4,42.9,20.6,0.0,0.0
2011,0.8,0.8,65,4.6,24.6,35.4,32.3,0.0,1.5
2011,0.0,0.7,81,16.0,30.9,24.7,28.4,0.0,0.0
2011,0.0,1.7,92,12.0,21.7,38.0,25.0,0.0,0.0
2011,0.0,0.0,52,15.4,34.6,25.0,25.0,0.0,0.0
2011,0.0,0.0,104,15.4,23.1,32.7,28.8,0.0,0.0
2011,0.0,2.2,34,14.7,61.8,20.6,0.0,0.0,0.0
2011,0.0,1.4,56,8.9,19.6,58.9,12.5,0.0,0.0
2011,0.0,0.5,87,12.6,20.7,43.7,21.8,0.0,0.0
2011,0.0,0.8,71,5.6,42.3,46.5,4.2,0.0,0.0
2011,0.0,1.1,87,9.2,36.8,33.3,18.4,0.0,0.0
2011,0.0,1.9,26,15.4,38.5,7.7,34.6,0.0,0.0
2011,0.0,0.0,135,14.8,47.4,28.9,8.9,0.0,0.0
2011,0.0,7.4,12,8.3,25.0,58.3,8.3,0.0,0.0
2011,0.0,0.0,16,0.0,50.0,31.3,18.8,0.0,0.0
2011,0.0,0.0,77,13.0,50.6,28.6,7.8,0.0,0.0
2011,0.0,0.7,73,11.0,34.2,43.8,9.6,0.0,0.0
2011,0.0,0.0,32,15.6,40.6,34.4,9.4,0.0,0.0
2011,2.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,2.9,59,13.6,25.4,35.6,22.0,0.0,0.0
2011,0.6,1.3,71,2.8,31.0,43.7,19.7,0.0,0.0
2011,0.0,0.0,110,14.5,37.3,38.2,10.0,0.0,0.0
2011,0.8,1.6,52,3.8,7.7,36.5,48.1,0.0,1.9
2011,0.4,0.0,145,10.3,31.0,34.5,24.1,0.0,0.0
2011,0.0,0.0,13,15.4,15.4,30.8,38.5,0.0,0.0
2011,3.6,1.8,31,12.9,16.1,35.5,29.0,0.0,3.2
2011,2.0,4.1,29,17.2,31.0,13.8,34.5,0.0,3.4
2011,0.0,2.4,22,13.6,27.3,45.5,9.1,0.0,0.0
2011,0.0,0.0,37,10.8,27.0,24.3,37.8,0.0,0.0
2011,0.0,0.0,20,15.0,35.0,35.0,15.0,0.0,0.0
2011,0.0,0.0,85,14.1,44.7,32.9,8.2,0.0,0.0
2011,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.2,0.4,222,8.1,26.6,31.5,32.9,0.0,0.5
2011,0.0,0.0,135,14.1,45.9,33.3,6.7,0.0,0.0
2011,0.0,0.0,31,16.1,32.3,22.6,29.0,0.0,0.0
2011,0.0,1.8,30,10.0,50.0,36.7,3.3,0.0,0.0
2011,0.0,0.0,23,4.3,26.1,43.5,26.1,0.0,0.0
2011,2.0,0.0,71,8.5,36.6,29.6,23.9,0.0,1.4
2011,0.0,1.1,94,6.4,31.9,33.0,26.6,0.0,0.0
2011,0.0,0.9,67,4.5,26.9,34.3,34.3,0.0,0.0
2011,0.0,0.0,22,13.6,13.6,31.8,40.9,0.0,0.0
2011,0.0,0.0,14,0.0,28.6,50.0,21.4,0.0,0.0
2011,0.0,0.7,77,6.5,50.6,33.8,9.1,0.0,0.0
2011,0.0,0.8,9,0.0,0.0,55.6,44.4,0.0,0.0
2011,0.0,0.0,29,13.8,41.4,34.5,10.3,0.0,0.0
2011,0.0,0.6,66,3.0,56.1,28.8,10.6,0.0,0.0
2011,0.8,0.8,76,11.8,23.7,43.4,19.7,0.0,1.3
2011,1.4,0.0,33,9.1,15.2,42.4,30.3,0.0,3.0
2011,0.0,2.4,81,13.6,50.6,25.9,7.4,0.0,0.0
2011,0.0,4.2,44,0.0,40.9,31.8,20.5,0.0,0.0
2011,1.1,4.2,62,11.3,32.3,37.1,16.1,0.0,0.0
2011,1.1,1.7,70,7.1,18.6,30.0,42.9,0.0,1.4
2011,0.0,1.1,76,6.6,22.4,35.5,35.5,0.0,0.0
2011,0.0,4.5,11,0.0,45.5,45.5,0.0,0.0,0.0
2011,0.0,2.3,44,13.6,40.9,25.0,18.2,0.0,0.0
