YEAR,DISTRICT ,SCHOOL,TOTAL CANDIDATES,% DIV 1,% DIV 2,% DIV 3,% DIV 4,% DIV 7
2014,WAKISO,LONDON COLLEGE OF ST.LAWRENCE,105.0,100.0,0.0,0.0,0.0,0.0
2014,WAKISO,"ST.MARY'S SECONDARY SCHOOL,KITENDE",431.0,99.8,0.0,0.0,0.0,0.0
2014,WAKISO,"UGANDA MARTYRS SS,NAMUGONGO",217.0,98.2,1.8,0.0,0.0,0.0
2014,MUKONO,"MT.ST.MARY'S,NAMAGUNGA",143.0,97.2,2.8,0.0,0.0,0.0
2014,WAKISO,"ST.MARY'S COLLEGE,KISUBI",199.0,96.0,3.5,0.5,0.0,0.0
2014,KABALE,"ST.PAUL'S SEMINARY,KABALE",43.0,95.3,4.7,0.0,0.0,0.0
2014,BUSHENYI MAIN,KITABI SEMINARY,79.0,94.9,5.1,0.0,0.0,0.0
2014,KOLE,"ST.MARY'S GIRLS' COLLEGE,ABOKE",51.0,94.1,5.9,0.0,0.0,0.0
2014,MBARARA,MARYHILL HIGH SCHOOL,203.0,94.1,5.9,0.0,0.0,0.0
2014,WAKISO,GAYAZA HIGH SCHOOL,185.0,94.1,5.4,0.5,0.0,0.0
2014,KAMPALA,"ST.JOSEPH'S GIRLS,NSAMBYA",168.0,94.0,6.0,0.0,0.0,0.0
2014,MUKONO,SEETA HIGH SCHOOL,245.0,93.1,5.7,0.8,0.0,0.0
2014,KAMPALA,NSAMBYA HILLSIDE HIGH SCHOOL,63.0,92.1,6.3,0.0,0.0,1.6
2014,WAKISO,"KING'S COLLEGE,BUDO",251.0,91.6,6.8,1.2,0.0,0.0
2014,MUKONO,"SEETA HIGH SCHOOL,MUKONO",226.0,91.6,8.4,0.0,0.0,0.0
2014,MUKONO,NAMILYANGO COLLEGE,219.0,91.3,8.2,0.5,0.0,0.0
2014,WAKISO,"THE ACADEMY ST.LAWRENCE,BUDO",23.0,91.3,8.7,0.0,0.0,0.0
2014,MBARARA,NTARE SCHOOL,221.0,91.0,9.0,0.0,0.0,0.0
2014,RUKUNGIRI,ST.CHARLES LWANGA SEMINARY,32.0,90.6,9.4,0.0,0.0,0.0
2014,WAKISO,ST.LAWRENCE CITIZENS HIGH SCHOOL HORIZON,50.0,90.0,10.0,0.0,0.0,0.0
2014,RUKUNGIRI,IMMACULATE HEART GIRLS SCHOOL,209.0,90.0,10.0,0.0,0.0,0.0
2014,WAKISO,"NAALYA SECONDARY SCHOOL,NAMUGONGO",165.0,89.7,9.7,0.0,0.0,0.6
2014,MBARARA,"ST.JOSEPH'S VOCATIONAL SCHOOL,MBARARA",80.0,88.8,11.3,0.0,0.0,0.0
2014,KAMPALA,NABISUNSA GIRLS' SCHOOL,257.0,87.9,10.5,1.2,0.0,0.0
2014,MASAKA MAIN,"ST.HENRY'S COLLEGE,KITOVU",149.0,87.9,11.4,0.0,0.0,0.0
2014,MUKONO,"ST.JOSEPH'S SECONDARY SCHOOL,NAGGALAMA",227.0,87.7,11.5,0.4,0.0,0.0
2014,MUKONO,OUR LADY OF AFRICA SECONDARY SCHOOL,103.0,87.4,10.7,1.0,0.0,0.0
2014,KAMPALA,BP.CIPRIANO KIHANGIRE SECONDARY SCHOOL,202.0,86.6,13.4,0.0,0.0,0.0
2014,WAKISO,"MERRYLAND HIGH SCHOOL,ENTEBBE",128.0,82.8,15.6,0.8,0.0,0.0
2014,WAKISO,"NAALYA SECONDARY SCHOOL,BWEYOGERERE",125.0,82.4,16.8,0.0,0.0,0.0
2014,KAMPALA,KAWEMPE MUSLIM SECONDARY SCHOOL,238.0,81.9,15.1,2.9,0.0,0.0
2014,WAKISO,KISUBI SEMINARY,39.0,79.5,20.5,0.0,0.0,0.0
2014,KAMPALA,MAKERERE COLLEGE SCHOOL,237.0,78.9,19.8,0.4,0.4,0.0
2014,LUWERO,NDEJJE SECONDARY SCHOOL,220.0,78.6,21.4,0.0,0.0,0.0
2014,WAKISO,"TRINITY COLLEGE,NABBINGO",231.0,78.4,19.9,1.3,0.4,0.0
2014,KIBAALE,"NOTRE DAME ACADEMY,BUSEESA",36.0,77.8,22.2,0.0,0.0,0.0
2014,KALUNGU,"ST.STEPHEN'S COLLEGE,BAJJA",66.0,77.3,19.7,3.0,0.0,0.0
2014,MUKONO,"SEETA HIGH SCHOOL GREEN CAMPUS,MUKONO",65.0,76.9,20.0,1.5,1.5,0.0
2014,KAMPALA,MAKINDYE SECONDARY SCHOOL,75.0,76.0,24.0,0.0,0.0,0.0
2014,MUKONO,"BISHOP CYPRIAN HIGH SCHOOL,KYABAKADDE",119.0,75.6,21.8,2.5,0.0,0.0
2014,WAKISO,TURKISH LIGHT ACADEMY,69.0,73.9,23.2,1.4,0.0,0.0
2014,HOIMA,"MANDELA SECONDARY SCHOOL,HOIMA",99.0,73.7,25.3,1.0,0.0,0.0
2014,JINJA,"KIIRA COLLEGE,BUTIKI",163.0,73.6,23.3,2.5,0.0,0.0
2014,IGANGA,IGANGA SECONDARY SCHOOL,233.0,73.4,25.3,0.9,0.4,0.0
2014,MPIGI,ST.JOSEPH OF NAZARETH H/S,65.0,72.3,27.7,0.0,0.0,0.0
2014,MUBENDE,"SACRED HEART SEMINARY,MUBENDE",18.0,72.2,22.2,5.6,0.0,0.0
2014,MBARARA,MBARARA HIGH SCHOOL,213.0,71.8,27.7,0.5,0.0,0.0
2014,MOROTO,"NADIKET SEMINARY,MOROTO",21.0,71.4,28.6,0.0,0.0,0.0
2014,WAKISO,"BRILLIANT HIGH SCHOOL,KAWEMPE",101.0,71.3,23.8,5.0,0.0,0.0
2014,NTUNGAMO,NTUNGAMO HIGH SCHOOL,121.0,71.1,27.3,0.8,0.0,0.0
2014,WAKISO,ST.JULIAN HIGH SCHOOL,51.0,68.6,31.4,0.0,0.0,0.0
2014,HOIMA,"ST.ANDREA KAHWA'S COLLEGE,HOIMA",194.0,68.0,26.3,5.2,0.5,0.0
2014,WAKISO,"ST.MARY'S SECONDARY SCHOOL ANNEX,KITENDE",209.0,67.9,23.0,1.9,3.3,0.5
2014,JINJA,JINJA COLLEGE,180.0,67.2,29.4,2.2,0.6,0.0
2014,TORORO,TORORO GIRLS' SCHOOL,277.0,67.1,31.8,1.1,0.0,0.0
2014,BUSHENYI MAIN,BWERANYANGI GIRLS' SCHOOL,266.0,66.2,32.3,1.5,0.0,0.0
2014,PADER,ARCHBP.FLYNN SECONDARY SCHOOL,44.0,61.4,36.4,2.3,0.0,0.0
2014,WAKISO,"SPRINGFIELD HIGH SCHOOL,MATUGGA",5.0,60.0,20.0,0.0,0.0,0.0
2014,BUKOMANSIMBI,"HOY'S SECONDARY SCHOOL,BUKOMANSIMBI",20.0,60.0,40.0,0.0,0.0,0.0
2014,WAKISO,SOS HERMANN GMEINER SECONDARY SCHOOL,32.0,59.4,21.9,6.3,6.3,0.0
2014,KAMPALA,KIBULI SECONDARY SCHOOL,292.0,58.2,33.6,6.2,1.7,0.0
2014,KALUNGU,BUKALASA MINOR SEMINARY,31.0,58.1,41.9,0.0,0.0,0.0
2014,KALUNGU,"ST.THEREZA'S GIRLS' SS,BWANDA",128.0,57.8,32.8,7.0,0.8,0.0
2014,BUTAMBALA,GOMBE SECONDARY SCHOOL,290.0,56.2,39.3,2.8,1.4,0.0
2014,WAKISO,"WITS COLLEGE,NAMULANDA",84.0,56.0,38.1,6.0,0.0,0.0
2014,WAKISO,NAMIREMBE HILLSIDE HIGH SCHOOL,61.0,55.7,34.4,9.8,0.0,0.0
2014,BUIKWE,"STELLA MARIS COLLEGE,NSUBE",65.0,55.4,38.5,6.2,0.0,0.0
2014,LUWERO,ST.CYPRIAN CHAVANOD COLLEGE,40.0,55.0,42.5,2.5,0.0,0.0
2014,GULU,OCER CAMPION JESUIT COLLEGE,42.0,52.4,47.6,0.0,0.0,0.0
2014,RUKUNGIRI,MAKOBORE HIGH SCHOOL,21.0,52.4,33.3,4.8,9.5,0.0
2014,SHEEMA,"SACRED HEART SECONDARY SCHOOL,MUSHANGA",164.0,51.8,47.6,0.6,0.0,0.0
2014,BUIKWE,"ST.JOSEPH'S SEMINARY,NYENGA",31.0,51.6,45.2,3.2,0.0,0.0
2014,MUKONO,SEROMA CHRISTIAN HIGH SCHOOL,159.0,51.6,34.6,11.3,1.3,0.0
2014,TORORO,"ST.PETER'S COLLEGE,TORORO",116.0,49.1,37.1,13.8,0.0,0.0
2014,WAKISO,"MITA COLLEGE,KAWEMPE",51.0,49.0,47.1,3.9,0.0,0.0
2014,WAKISO,OUR LADY OF GOOD COUNSEL,184.0,47.8,43.5,8.2,0.5,0.0
2014,MUKONO,"ST.LAWRENCE SECONDARY SCHOOL,SSONDE",90.0,47.8,37.8,11.1,2.2,0.0
2014,JINJA,"BUSOGA COLLEGE,MWIRI",141.0,47.5,40.4,10.6,1.4,0.0
2014,KAMPALA,MENGO SECONDARY SCHOOL,491.0,47.5,41.1,10.8,0.4,0.0
2014,NTUNGAMO,"MUNTUYERA HIGH SCHOOL,KITUNGA",112.0,47.3,45.5,7.1,0.0,0.0
2014,KABALE,"BUKINDA SEMINARY,KABALE",43.0,46.5,46.5,7.0,0.0,0.0
2014,MPIGI,"ST.MARIA GORETTI SS,KATENDE",183.0,46.4,45.4,8.2,0.0,0.0
2014,WAKISO,BUDDO SECONDARY SCHOOL,265.0,45.7,35.5,16.6,1.9,0.4
2014,MUKONO,MPOMA SCHOOL,64.0,45.3,45.3,9.4,0.0,0.0
2014,LIRA,"COMBONI COLLEGE,LIRA",53.0,45.3,47.2,7.5,0.0,0.0
2014,LUWERO,SSAKU SECONDARY SCHOOL,100.0,45.0,40.0,11.0,4.0,0.0
2014,BUSHENYI MAIN,KYEIZOOBA GIRLS' SECONDARY SCHOOL,148.0,44.6,52.7,2.7,0.0,0.0
2014,KAMPALA,RUBAGA GIRLS' SECONDARY SCHOOL,177.0,44.1,49.2,5.6,0.6,0.6
2014,MITYANA,MITYANA MODERN SECONDARY SCHOOL,144.0,43.8,36.1,15.3,4.9,0.0
2014,WAKISO,"MAKERERE HIGH SCHOOL,MIGADDE",64.0,43.8,29.7,18.8,6.3,0.0
2014,KABALE,"ST.ADRIAN SEMINARY,RUBANDA",48.0,43.8,45.8,10.4,0.0,0.0
2014,MASINDI,KABALEGA SECONDARY SCHOOL,103.0,43.7,32.0,22.3,1.9,0.0
2014,WAKISO,"HOPE SENIOR SCHOOL,BBIRA",30.0,43.3,36.7,16.7,3.3,0.0
2014,LIRA,"DR.OBOTE COLLEGE,BOROBORO",136.0,42.6,46.3,10.3,0.7,0.0
2014,NEBBI,"ST.DANIEL COMBONI COLLEGE,NEBBI",33.0,42.4,54.5,3.0,0.0,0.0
2014,OTUKE,ADWARI SECONDARY SCHOOL,133.0,42.1,54.9,3.0,0.0,0.0
2014,LUWERO,"MULUSA ACADEMY,WOBULENZI",50.0,42.0,58.0,0.0,0.0,0.0
2014,KABALE,KIGEZI HIGH SCHOOL,250.0,41.2,44.8,12.0,1.6,0.0
2014,NTUNGAMO,"STANDARD COLLEGE,NTUNGAMO",188.0,41.0,44.1,13.3,1.6,0.0
2014,BUIKWE,"ST.MARY'S COLLEGE,LUGAZI",194.0,40.2,40.7,16.0,2.1,0.0
2014,KABAROLE,"ST.LEO'S COLLEGE,KYEGOBE",55.0,40.0,49.1,10.9,0.0,0.0
2014,KALUNGU,ST.CHARLES LWANGA GIRLS' TRAINING CENTRE,48.0,39.6,54.2,4.2,2.1,0.0
2014,SOROTI,"TESO COLLEGE,ALOET",251.0,39.4,45.0,13.5,2.0,0.0
2014,BUSHENYI MAIN,ST.KAGGWA BUSHENYI HIGH SCHOOL,140.0,39.3,59.3,1.4,0.0,0.0
2014,WAKISO,"ST.AUGUSTINE'S COLLEGE,WAKISO",158.0,38.6,39.9,19.0,2.5,0.0
2014,BUSHENYI MAIN,"ST.MARY'S VOCATIONAL SCHOOL,KYAMUHUNGA",115.0,38.3,56.5,4.3,0.9,0.0
2014,JINJA,"HOLY CROSS LAKE VIEW SS,JINJA",102.0,38.2,55.9,5.9,0.0,0.0
2014,WAKISO,"KENNEDY SECONDARY SCHOOL,KISUBI",87.0,37.9,39.1,23.0,0.0,0.0
2014,MASAKA MAIN,"BLESSED SACRAMENT SS,KIMAANYA",140.0,37.1,45.7,14.3,2.9,0.0
2014,KAMPALA,AGA KHAN HIGH SCHOOL,27.0,37.0,55.6,3.7,3.7,0.0
2014,MASAKA MAIN,MASAKA SECONDARY SCHOOL,296.0,36.8,50.7,12.2,0.3,0.0
2014,ARUA,"STS.PETER &amp; PAUL SEMINARY,ARUA",39.0,35.9,33.3,28.2,2.6,0.0
2014,KAMPALA,"EAST HIGH SCHOOL,NTINDA",92.0,35.9,42.4,20.7,1.1,0.0
2014,WAKISO,KAJJANSI PROGRESSIVE SECONDARY SCHOOL,329.0,35.9,26.7,21.0,14.9,0.3
2014,LUWERO,KATIKAMU SECONDARY SCHOOL,198.0,35.9,48.5,12.6,3.0,0.0
2014,KAMPALA,"ST.PETER'S SECONDARY SCHOOL,NSAMBYA",255.0,35.7,47.1,15.7,1.6,0.0
2014,WAKISO,"TRINITY SENIOR ACADEMY,ENTEBBE",59.0,35.6,42.4,16.9,3.4,0.0
2014,AMURU,LACOR SEMINARY,20.0,35.0,50.0,15.0,0.0,0.0
2014,SHEEMA,MASHERUKA GIRLS' SECONDARY SCHOOL,115.0,34.8,45.2,18.3,1.7,0.0
2014,GULU,"BISHOP ANGELO NEGRI COLLEGE,GULU",67.0,34.3,52.2,11.9,1.5,0.0
2014,WAKISO,NANSANA ST.JOSEPH SECONDARY SCHOOL,89.0,33.7,39.3,21.3,5.6,0.0
2014,WAKISO,KISOZI HIGH SCHOOL,95.0,33.7,24.2,31.6,10.5,0.0
2014,MITYANA,"ST.KIZITO HIGH SCHOOL,BETHANY",69.0,33.3,43.5,18.8,2.9,0.0
2014,KAMPALA,"CALTEC ACADEMY,MAKERERE",27.0,33.3,33.3,33.3,0.0,0.0
2014,BUSHENYI MAIN,ST.CHARLES LWANGA KITABI VOCATIONAL SS,57.0,33.3,52.6,8.8,5.3,0.0
2014,MUKONO,NAMIRYANGO SECONDARY SCHOOL,102.0,33.3,45.1,17.6,3.9,0.0
2014,KABALE,"ST.MARY'S COLLEGE,RUSHOROZA",199.0,33.2,51.8,14.1,1.0,0.0
2014,WAKISO,"ST.PETER'S SECONDARY SCHOOL,NAALYA",135.0,32.6,45.2,18.5,2.2,0.7
2014,MBARARA,"ST.MARY'S GIRLS'VOC. SCHOOL,MBARARA",37.0,32.4,59.5,8.1,0.0,0.0
2014,KOLE,"ST.JOSEPH'S SEMINARY,ABOKE",34.0,32.4,38.2,20.6,8.8,0.0
2014,KAMPALA,LUBIRI SECONDARY SCHOOL,483.0,31.7,45.5,18.8,3.7,0.0
2014,KAMPALA,"MBOGO COLLEGE SCHOOL,KAWEMPE",114.0,31.6,28.9,23.7,15.8,0.0
2014,MUKONO,"ST.AUGUSTINE SECONDARY SCHOOL,NAKIFUMA",19.0,31.6,63.2,5.3,0.0,0.0
2014,MASINDI,"BLESSED DAMIAN SECONDARY SCHOOL,MASINDI",32.0,31.3,46.9,21.9,0.0,0.0
2014,WAKISO,KISUBI HIGH SCHOOL,74.0,31.1,54.1,12.2,1.4,0.0
2014,KAMPALA,"BAPTIST HIGH SCHOOL,KITEBI",146.0,30.8,36.3,21.9,10.3,0.0
2014,KAMPALA,ST.MICHAEL INTERNATIONAL SCHOOL,85.0,30.6,50.6,18.8,0.0,0.0
2014,WAKISO,ST.CHARLES LWANGA INT. SECONDARY SCHOOL,122.0,30.3,37.7,21.3,7.4,0.0
2014,KAMPALA,"MIDLAND HIGH SCHOOL,KAWEMPE",133.0,30.1,42.9,19.5,6.0,0.8
2014,WAKISO,"HOPE BOARDING SECONDARY SCHOOL,LUTEMBE",80.0,30.0,28.8,30.0,8.8,0.0
2014,GULU,"ST.JOSEPH'S COLLEGE,LAYIBI",197.0,29.9,46.2,14.2,9.6,0.0
2014,MUKONO,"HILTON HIGH SCHOOL,MUKONO",164.0,29.9,41.5,23.2,5.5,0.0
2014,ARUA,"ST.JOSEPH'S COLLEGE,OMBACI",148.0,29.7,42.6,20.3,7.4,0.0
2014,IBANDA,"CITIZENS SEC. SCHOOL,IBANDA",71.0,29.6,23.9,29.6,16.9,0.0
2014,MOYO,"ST.ANDREW'S COLLEGE,MOYO",61.0,29.5,50.8,18.0,1.6,0.0
2014,LUWERO,"ST.MARY'S SECONDARY SCHOOL,NAMALIGA",112.0,29.5,40.2,26.8,3.6,0.0
2014,KAYUNGA,ST.KALEMBA SECONDARY SCHOOL,116.0,29.3,50.9,18.1,0.9,0.0
2014,WAKISO,KISUBI MAPEERA SECONDARY SCHOOL,209.0,29.2,39.7,20.6,10.0,0.0
2014,KAMPALA,LUBIRI HIGH SCHOOL,247.0,29.1,36.8,25.5,8.5,0.0
2014,WAKISO,"ST.KIZITO SECONDARY SCHOOL,KABOWA",45.0,28.9,55.6,11.1,2.2,2.2
2014,WAKISO,"ST.ELIZABETH SECONDARY SCHOOL,NKOOWE",56.0,28.6,57.1,14.3,0.0,0.0
2014,LUWERO,"MUNTA ROYAL COLLEGE,BOMBO",70.0,28.6,40.0,25.7,4.3,0.0
2014,MAYUGE,"RENA COLLEGE,MAYUGE",95.0,28.4,38.9,25.3,7.4,0.0
2014,MPIGI,"ST.JOHN'S COLLEGE,MPIGI",67.0,28.4,22.4,19.4,29.9,0.0
2014,MUKONO,"SEAT OF WISDOM SECONDARY SCHOOL,KASAWO",110.0,28.2,31.8,20.9,18.2,0.9
2014,IBANDA,IBANDA SECONDARY SCHOOL,115.0,27.8,48.7,20.0,3.5,0.0
2014,SHEEMA,"ST.JOHN'S SECONDARY SCHOOL,NYABWINA",151.0,27.8,30.5,27.2,13.9,0.7
2014,KOLE,OTINO-WAA COMPREHENSIVE SECONDARY SCHOOL,18.0,27.8,55.6,16.7,0.0,0.0
2014,WAKISO,NAMUGONGO SECONDARY AND VOC. SCHOOL,73.0,27.4,37.0,20.5,13.7,0.0
2014,WAKISO,"LIGHT COLLEGE,KATIKAMU",132.0,27.3,28.8,25.8,18.2,0.0
2014,MUKONO,"SEETA HILL COLLEGE,MUKONO",55.0,27.3,30.9,21.8,18.2,0.0
2014,NGORA,NGORA HIGH SCHOOL,203.0,27.1,53.2,14.8,4.4,0.0
2014,MITYANA,"ST.JOHN'S SECONDARY SCHOOL,BUYAMBI",37.0,27.0,21.6,35.1,16.2,0.0
2014,MBALE,"ST.PAUL'S COLLEGE,MBALE",89.0,27.0,60.7,11.2,1.1,0.0
2014,BUIKWE,LUGAZI HOMELAND COLLEGE,145.0,26.9,37.2,22.8,12.4,0.0
2014,WAKISO,"RINES SECONDARY SCHOOL,NAMUSERA",183.0,26.8,25.1,24.6,21.3,0.0
2014,KAMPALA,KYAMBOGO COLLEGE SCHOOL,227.0,26.4,33.0,23.8,15.9,0.4
2014,LUWERO,BUGEMA ADVENTIST SECONDARY SCHOOL,125.0,26.4,36.0,25.6,12.0,0.0
2014,KIBAALE,"ST.EDWARD'S SCHOOL,BUKUUMI",84.0,26.2,32.1,32.1,7.1,0.0
2014,KAMPALA,"GREENHILL ACADEMY,KAMPALA",73.0,26.0,52.1,15.1,5.5,0.0
2014,MUKONO,"ST.ANTHONY SECONDARY SCHOOL,KAKOOGE",31.0,25.8,41.9,29.0,0.0,0.0
2014,APAC,ADUKU SECONDARY SCHOOL,93.0,25.8,59.1,10.8,3.2,0.0
2014,KAMPALA,"ST.KIZITO SECONDARY SCHOOL,BUGOLOBI",148.0,25.7,42.6,23.6,8.1,0.0
2014,WAKISO,"ST.CHARLES LWANGA SS,KIBIRI",43.0,25.6,23.3,25.6,25.6,0.0
2014,IBANDA,"EQUATORIAL COLLEGE,IBANDA",102.0,25.5,26.5,25.5,21.6,0.0
2014,WAKISO,"ALLIANCE HIGH SCHOOL,NANSANA",165.0,25.5,26.1,21.8,25.5,0.0
2014,BUIKWE,"NAJJEMBE HOMELAND SS,LUGAZI",71.0,25.4,25.4,25.4,23.9,0.0
2014,KIRYANDONGO,KIGUMBA INTENSIVE SECONDARY SCHOOL,170.0,24.7,52.9,17.6,4.7,0.0
2014,MUKONO,"MT.ST.HENRY'S HIGH SCHOOL,MUKONO",126.0,24.6,49.2,15.1,11.1,0.0
2014,KAMPALA,"CRESTED SECONDARY SCHOOL,KAMPALA",118.0,24.6,39.8,27.1,7.6,0.0
2014,MUKONO,"PAUL MUKASA SECONDARY SCHOOL,MUKONO",111.0,24.3,42.3,30.6,1.8,0.0
2014,NTUNGAMO,BWONGYERA GIRLS' SECONDARY SCHOOL,128.0,24.2,34.4,18.0,23.4,0.0
2014,KAYUNGA,NNALINYA NDAGIRE SECONDARY SCHOOL,62.0,24.2,17.7,35.5,21.0,0.0
2014,KAMPALA,OLD KAMPALA SECONDARY SCHOOL,232.0,24.1,28.9,25.9,20.3,0.0
2014,LUWERO,KHADIJA GIRLS ISLAMIC SECONDARY SCHOOL,29.0,24.1,34.5,20.7,20.7,0.0
2014,KALUNGU,"ST.ALOYSIUS SECONDARY SCHOOL,BWANDA",54.0,24.1,44.4,25.9,5.6,0.0
2014,WAKISO,BULOBA HIGH SCHOOL,179.0,24.0,36.3,27.9,11.7,0.0
2014,KIBAALE,"ST.ANDREA KAAHWA SCHOOLS,KOOKI",142.0,23.9,38.0,28.2,9.9,0.0
2014,WAKISO,MBOGO HIGH SCHOOL,188.0,23.9,43.6,26.6,5.9,0.0
2014,MBARARA,"CLEVERLAND HIGH SCHOOL,MBARARA",118.0,23.7,47.5,24.6,4.2,0.0
2014,BUSHENYI MAIN,NYAKABANGA SECONDARY SCHOOL,93.0,23.7,47.3,21.5,7.5,0.0
2014,MITYANA,"CENTRAL COLLEGE,MITYANA",276.0,23.6,32.2,21.0,20.7,0.0
2014,MUKONO,GREEN ACRES COLLEGE,17.0,23.5,35.3,17.6,23.5,0.0
2014,MUKONO,"OUR LADY OF AFRICA SS,MUKONO",162.0,23.5,42.6,21.6,12.3,0.0
2014,MUKONO,"FAITH HIGH SCHOOL,SONDE",64.0,23.4,29.7,39.1,6.3,1.6
2014,IGANGA,"GREENFIELDS HIGH SCHOOL,IGANGA",94.0,23.4,37.2,20.2,16.0,0.0
2014,RUKUNGIRI,"ST.RAPHAEL SECONDARY SCHOOL,NYAKANYINYA",73.0,23.3,63.0,13.7,0.0,0.0
2014,BUIKWE,MEHTA SECONDARY SCHOOL,83.0,22.9,51.8,16.9,7.2,0.0
2014,WAKISO,"ST.HENRY'S COLLEGE,GANGU",118.0,22.9,48.3,25.4,3.4,0.0
2014,MUKONO,"BISHOP'S SENIOR SCHOOL,MUKONO",304.0,22.7,43.4,28.0,5.3,0.0
2014,KAMPALA,"TROPICAL HIGH SCHOOL,KAMPALA",111.0,22.5,39.6,29.7,7.2,0.9
2014,MUBENDE,"ST.CHARLES LWANGA SS,MUBENDE",107.0,22.4,44.9,21.5,10.3,0.0
2014,WAKISO,ENTEBBE  SECONDARY SCHOOL,143.0,22.4,36.4,23.8,16.1,0.0
2014,MPIGI,"ST.MARY'S SECONDARY SCHOOL,NKOZI",72.0,22.2,29.2,20.8,27.8,0.0
2014,MASAKA MAIN,KAKO SECONDARY SCHOOL,77.0,22.1,27.3,24.7,23.4,2.6
2014,MPIGI,MPIGI MIXED SECONDARY SCHOOL,59.0,22.0,37.3,23.7,16.9,0.0
2014,JINJA,WANYANGE GIRLS SCHOOL,142.0,21.8,56.3,20.4,1.4,0.0
2014,KABAROLE,KYEBAMBE GIRLS' SECONDARY SCHOOL,197.0,21.8,56.3,18.3,3.6,0.0
2014,IBANDA,KIBUBURA GIRLS' SECONDARY SCHOOL,133.0,21.8,48.9,19.5,7.5,0.0
2014,WAKISO,"KINAAWA HIGH SCHOOL,MUGONGO",152.0,21.7,39.5,25.0,13.8,0.0
2014,KAMPALA,GAYAZA ROAD SECONDARY SCHOOL,60.0,21.7,28.3,33.3,16.7,0.0
2014,KAYUNGA,ST.PONTIANO NGONDWE SECONDARY SCHOOL,102.0,21.6,31.4,22.5,22.5,0.0
2014,WAKISO,KITENDE SECONDARY SCHOOL,251.0,21.5,35.1,27.1,15.5,0.4
2014,SHEEMA,"BISHOP MCALLISTER COLLEGE,KYOGYERA",108.0,21.3,27.8,24.1,25.9,0.0
2014,LUWERO,ST.KIZITO KATIKAMU KISULE SS,127.0,21.3,43.3,22.0,12.6,0.0
2014,BUSHENYI MAIN,"LIGHT SECONDARY SCHOOL,NYABUBARE",80.0,21.3,43.8,17.5,16.3,0.0
2014,WAKISO,"ST.MARK'S COLLEGE,NAMAGOMA",151.0,21.2,44.4,18.5,15.2,0.0
2014,WAKISO,"ST.NOA'S GIRLS SECONDARY SCHOOL,ZZANA",109.0,21.1,38.5,17.4,17.4,0.9
2014,HOIMA,"ST.JOHN BOSCO SEMINARY,HOIMA",38.0,21.1,65.8,13.2,0.0,0.0
2014,WAKISO,KYADDONDO SECONDARY SCHOOL,182.0,20.9,33.0,29.1,17.0,0.0
2014,MUKONO,"NILE HIGH SCHOOL,MUKONO",82.0,20.7,18.3,29.3,30.5,0.0
2014,MITYANA,"ST.ELIZABETH GIRLS' SS,MITYANA",68.0,20.6,23.5,22.1,30.9,0.0
2014,KANUNGU,"BISHOP COMBONI COLLEGE,KAMBUGA",122.0,20.5,51.6,23.0,4.9,0.0
2014,WAKISO,KAWANDA SECONDARY SCHOOL,166.0,20.5,21.7,30.1,27.1,0.0
2014,KAMPALA,"KAKUNGULU MEMORIAL SCHOOL,KAMPALA",254.0,20.5,40.6,28.3,10.6,0.0
2014,WAKISO,MBOGO MIXED SECONDARY SCHOOL,230.0,20.4,47.8,23.5,7.4,0.0
2014,AMURU,"RESTORE LEADERSHIP HIGH SCHOOL,GULU",49.0,20.4,49.0,18.4,12.2,0.0
2014,MBARARA,"EDEN INTERNATIONAL SCHOOL,MBARARA",49.0,20.4,18.4,28.6,32.7,0.0
2014,WAKISO,"MAJORINE COLLEGE,MULAWA",45.0,20.0,22.2,31.1,24.4,0.0
2014,KAMPALA,LOHANA HIGH SCHOOL,20.0,20.0,30.0,45.0,5.0,0.0
2014,LIRA,"LANGO COLLEGE,LIRA",106.0,19.8,47.2,24.5,8.5,0.0
2014,KISORO,KISORO VISION SECONDARY SCHOOL,207.0,19.8,55.1,20.8,3.4,0.5
2014,BUSHENYI MAIN,"ST.CECILIA GIRLS' SS,BUSHENYI",122.0,19.7,41.0,32.8,5.7,0.8
2014,MASAKA MAIN,"CENTENARY HIGH SCHOOL,NYENDO",153.0,19.6,32.0,24.8,22.9,0.0
2014,ARUA,ARUA ACADEMY,51.0,19.6,13.7,29.4,21.6,0.0
2014,WAKISO,NKUMBA SECONDARY SCHOOL,92.0,19.6,35.9,21.7,19.6,0.0
2014,MPIGI,"ST.BRUNO SSERUNKUMA'S SS,GGOLI",92.0,19.6,26.1,34.8,19.6,0.0
2014,LIRA,"DARA CHRISTIAN HIGH SCHOOL,LIRA",77.0,19.5,49.4,28.6,2.6,0.0
2014,BUSHENYI MAIN,"VALLEY COLLEGE SECONDARY SCHOOL,BUSHENYI",113.0,19.5,34.5,30.1,15.0,0.0
2014,WAKISO,MUGWANYA SUMMIT COLLEGE,139.0,19.4,38.8,26.6,13.7,0.7
2014,ARUA,USHINDI SECONDARY SCHOOL,47.0,19.1,59.6,21.3,0.0,0.0
2014,MBALE,MBALE SECONDARY SCHOOL,403.0,19.1,39.2,30.8,10.9,0.0
2014,WAKISO,LUIGI GIUSSANI HIGH SCHOOL,89.0,19.1,38.2,19.1,23.6,0.0
2014,KALUNGU,BUKULULA SECONDARY SCHOOL,63.0,19.0,31.7,39.7,9.5,0.0
